home_team,away_team,home_rating,away_rating,home_recent_form,away_recent_form,home_goals_avg,away_goals_avg,home_goals,away_goals,result
Belize,Haiti,45,69,-1.52,-1.89,1.71,2.08,0,4,away_win
Haiti,Jamaica,69,78,-5.29,1.41,2.22,2.66,1,0,home_win
Bermuda,Curacao,47,68,-2.82,-0.02,1.89,2.65,0,3,away_win
Dominica,Bermuda,39,47,3.12,0.3,0.79,1.87,0,1,away_win
Suriname,Belize,61,45,1.82,3.33,2.64,1.24,3,0,home_win
Bahamas,Dominica,40,39,-3.61,6.07,1.53,1.68,1,1,draw
Curacao,Martinique,68,59,3.8,3.74,2.34,1.87,1,1,draw
Bermuda,Bahamas,47,40,-2.23,0.01,1.68,1.18,4,2,home_win
Bermuda,Cuba,47,62,0.65,0.59,1.82,2.59,1,1,draw
Antigua and Barbuda,Montserrat,49,30,0.97,0.65,1.84,0.69,2,0,home_win
Puerto Rico,Grenada,44,52,-1.83,4.04,1.52,2.01,1,0,home_win
Antigua and Barbuda,Dominica,49,39,-0.82,2.44,1.51,0.83,0,0,draw
Bermuda,Barbados,47,48,-0.15,-6.88,1.85,2.4,1,1,draw
Martinique,Trinidad and Tobago,59,71,1.64,-1.14,0.81,1.86,0,0,draw
Martinique,Saint Lucia,59,46,-0.81,2.28,2.09,1.25,1,0,home_win
Bahamas,Jamaica,40,78,8.75,-1.74,0.86,2.48,1,1,draw
Puerto Rico,Grenada,44,52,1.62,3.88,0.77,1.53,1,2,away_win
Guadeloupe,Barbados,60,48,7.33,-6.1,1.72,1.82,2,0,home_win
Grenada,Puerto Rico,52,44,-3.14,6.06,2.06,1.1,1,0,home_win
Guyana,Cuba,55,62,-4.47,-1.98,2.17,2.0,1,1,draw
Dominica,Puerto Rico,39,44,0.17,4.3,1.8,1.9,1,2,away_win
Jamaica,Cayman Islands,78,33,2.13,-0.43,2.1,0.85,3,0,home_win
Guadeloupe,Haiti,60,69,-4.58,4.31,2.3,2.11,1,1,draw
Suriname,Cayman Islands,61,33,-4.65,0.87,2.05,1.2,4,0,home_win
Guyana,Cuba,55,62,-4.23,-1.0,2.42,2.09,0,2,away_win
Guadeloupe,Belize,60,45,3.01,-2.09,2.26,1.7,3,1,home_win
Cayman Islands,Bahamas,33,40,0.27,5.41,1.31,1.19,0,2,away_win
Grenada,Puerto Rico,52,44,0.08,-3.83,1.48,1.31,2,0,home_win
Suriname,Guyana,61,55,2.41,5.71,1.17,1.32,3,0,home_win
Cuba,Grenada,62,52,0.46,1.0,2.9,1.79,2,0,home_win
Martinique,Belize,59,45,-0.24,1.49,1.75,1.92,5,3,home_win
Montserrat,Bermuda,30,47,-0.4,6.9,0.42,1.77,1,1,draw
Puerto Rico,Cuba,44,62,0.91,-2.51,2.04,2.51,2,2,draw
Cayman Islands,Curacao,33,68,2.19,2.11,1.77,1.61,0,2,away_win
Grenada,Bahamas,52,40,2.14,5.47,1.73,1.39,1,4,away_win
Antigua and Barbuda,Bermuda,49,47,2.31,-5.24,1.23,1.61,2,2,draw
Saint Lucia,Jamaica,46,78,-3.69,-1.35,1.75,3.15,0,4,away_win
Dominican Republic,Grenada,57,52,1.22,-1.13,1.55,2.03,1,2,away_win
Curacao,Cayman Islands,68,33,-0.79,0.68,2.35,0.95,1,0,home_win
Montserrat,Haiti,30,69,2.27,2.68,1.41,2.49,0,2,away_win
Jamaica,Dominican Republic,78,57,2.41,0.31,2.53,1.7,2,1,home_win
Cuba,Dominican Republic,62,57,-1.08,-2.24,1.71,1.41,0,3,away_win
Montserrat,Dominica,30,39,5.01,1.58,0.9,1.43,0,0,draw
Antigua and Barbuda,Bahamas,49,40,2.17,-0.62,2.24,1.49,1,0,home_win
Cayman Islands,Saint Lucia,33,46,0.02,7.28,0.67,1.16,0,1,away_win
Puerto Rico,Grenada,44,52,0.13,-2.01,1.38,2.13,3,1,home_win
Dominica,Suriname,39,61,-0.09,0.82,1.02,3.02,3,1,home_win
Puerto Rico,Cayman Islands,44,33,-3.99,7.06,1.71,0.77,1,0,home_win
Cuba,Saint Kitts and Nevis,62,51,2.74,-0.83,1.73,2.13,4,1,home_win
Jamaica,Montserrat,78,30,-2.73,-0.88,2.42,1.3,3,0,home_win
Martinique,Saint Lucia,59,46,-0.11,1.85,2.04,1.93,1,1,draw
Belize,Saint Lucia,45,46,1.32,-4.07,1.16,1.6,3,0,home_win
Aruba,Curacao,43,68,-3.67,-4.87,0.82,3.36,0,1,away_win
Saint Lucia,Puerto Rico,46,44,0.38,3.76,1.19,1.45,2,3,away_win
Curacao,Guyana,68,55,-1.48,-1.02,2.09,2.18,1,1,draw
Trinidad and Tobago,Saint Vincent and the Grenadines,71,45,1.95,-3.48,1.76,1.46,0,0,draw
Bahamas,Saint Vincent and the Grenadines,40,45,-3.9,1.76,1.29,1.71,3,2,home_win
Grenada,Guyana,52,55,0.88,1.69,1.08,1.72,1,3,away_win
Bahamas,Cuba,40,62,0.87,-1.38,0.97,1.71,2,2,draw
Jamaica,Aruba,78,43,-4.14,3.69,2.61,1.01,2,0,home_win
Martinique,Dominican Republic,59,57,6.11,-0.49,1.71,1.27,4,0,home_win
Trinidad and Tobago,Dominican Republic,71,57,2.23,4.84,2.68,2.12,0,1,away_win
Martinique,Jamaica,59,78,0.75,-1.04,2.28,2.71,1,0,home_win
Guadeloupe,Montserrat,60,30,-5.81,0.51,1.82,1.38,3,0,home_win
Guadeloupe,Barbados,60,48,1.31,7.52,1.76,1.22,3,0,home_win
Bermuda,Saint Vincent and the Grenadines,47,45,-0.56,-3.4,1.97,1.44,0,1,away_win
Aruba,Haiti,43,69,-4.46,-0.77,1.57,2.8,0,3,away_win
Jamaica,Bahamas,78,40,-0.62,2.52,2.99,0.8,4,0,home_win
Saint Vincent and the Grenadines,Guyana,45,55,-0.57,-0.95,1.06,1.41,0,2,away_win
Trinidad and Tobago,Martinique,71,59,4.14,-0.82,2.81,2.03,4,0,home_win
Haiti,Montserrat,69,30,-3.87,-4.76,2.1,0.76,3,0,home_win
Dominican Republic,Cuba,57,62,0.24,-0.08,2.27,2.04,1,1,draw
Antigua and Barbuda,Grenada,49,52,0.35,-1.68,1.6,1.55,2,1,home_win
Cuba,Montserrat,62,30,-4.81,-1.06,1.47,1.03,2,1,home_win
Dominican Republic,Martinique,57,59,1.37,-2.09,2.31,1.39,1,1,draw
Antigua and Barbuda,Jamaica,49,78,6.7,-0.44,1.68,2.04,0,2,away_win
Saint Vincent and the Grenadines,Puerto Rico,45,44,3.08,0.51,1.66,1.12,1,1,draw
Curacao,Cayman Islands,68,33,2.16,-1.43,2.91,0.55,3,0,home_win
Dominican Republic,Montserrat,57,30,-1.18,-1.55,2.29,0.74,0,1,away_win
Saint Vincent and the Grenadines,Puerto Rico,45,44,-1.71,-1.72,1.42,1.6,0,0,draw
Martinique,Cuba,59,62,0.42,4.22,1.24,1.39,3,1,home_win
Bahamas,Saint Vincent and the Grenadines,40,45,3.12,-4.76,1.2,1.87,2,0,home_win
Suriname,Grenada,61,52,3.83,3.05,1.89,1.8,2,1,home_win
Saint Vincent and the Grenadines,Saint Kitts and Nevis,45,51,-2.25,0.56,1.32,1.65,3,0,home_win
Cuba,Martinique,62,59,3.8,-10.76,2.53,1.91,3,0,home_win
Jamaica,Guyana,78,55,-2.33,-1.35,2.16,2.02,2,0,home_win
Bermuda,Montserrat,47,30,0.08,2.57,1.43,1.17,2,0,home_win
Guadeloupe,Bermuda,60,47,1.86,-1.24,1.45,1.55,0,1,away_win
Guyana,Curacao,55,68,5.39,-2.85,1.82,2.57,4,1,home_win
Curacao,Cuba,68,62,-0.81,0.86,1.43,1.76,1,0,home_win
Suriname,Antigua and Barbuda,61,49,-7.15,1.74,1.41,1.42,2,1,home_win
Saint Vincent and the Grenadines,Suriname,45,61,1.56,-1.04,1.29,2.01,2,1,home_win
Cuba,Dominica,62,39,0.31,-4.5,2.27,1.76,2,0,home_win
Jamaica,Barbados,78,48,1.24,1.49,2.62,1.54,5,0,home_win
Cuba,Saint Vincent and the Grenadines,62,45,2.84,4.86,2.15,1.16,2,0,home_win
Guadeloupe,Saint Lucia,60,46,-0.55,-4.45,2.16,1.75,2,1,home_win
Bahamas,Saint Lucia,40,46,-2.25,-2.28,1.08,1.63,1,3,away_win
Cuba,Trinidad and Tobago,62,71,-0.77,2.02,1.94,2.44,0,3,away_win
Belize,Dominica,45,39,0.97,-0.06,1.03,1.56,2,0,home_win
Haiti,Aruba,69,43,1.99,4.03,2.3,1.09,0,0,draw
Martinique,Puerto Rico,59,44,-3.49,0.19,2.27,1.78,2,0,home_win
Saint Kitts and Nevis,Barbados,51,48,0.32,-0.24,1.42,1.27,0,2,away_win
Suriname,Jamaica,61,78,2.48,0.22,1.68,2.04,0,2,away_win
Belize,Jamaica,45,78,2.95,-2.32,1.49,2.76,0,5,away_win
Guadeloupe,Trinidad and Tobago,60,71,3.11,3.28,2.1,3.09,0,2,away_win
Puerto Rico,Grenada,44,52,-6.51,5.31,1.61,1.81,1,1,draw
Dominica,Guadeloupe,39,60,-0.05,1.52,1.27,2.12,1,1,draw
Antigua and Barbuda,Barbados,49,48,0.16,1.81,1.69,2.09,0,1,away_win
Suriname,Dominican Republic,61,57,-0.31,-1.52,1.79,1.29,2,1,home_win
Saint Lucia,Trinidad and Tobago,46,71,1.26,-0.67,1.24,1.88,1,5,away_win
Bermuda,Dominica,47,39,2.35,1.97,1.92,0.83,2,0,home_win
Saint Vincent and the Grenadines,Puerto Rico,45,44,-1.71,-1.32,1.24,1.19,2,2,draw
Jamaica,Puerto Rico,78,44,-8.28,1.54,2.18,1.85,6,1,home_win
Jamaica,Saint Vincent and the Grenadines,78,45,-4.24,-0.36,2.65,1.19,4,0,home_win
Curacao,Antigua and Barbuda,68,49,-0.84,4.05,2.59,1.64,2,0,home_win
Puerto Rico,Saint Lucia,44,46,-1.95,-0.34,2.05,0.5,2,1,home_win
Guyana,Saint Vincent and the Grenadines,55,45,5.48,-3.46,1.32,1.79,0,2,away_win
Saint Lucia,Suriname,46,61,-0.95,1.47,1.32,2.73,0,0,draw
Trinidad and Tobago,Martinique,71,59,-1.79,2.71,2.0,2.26,1,3,away_win
Guadeloupe,Curacao,60,68,-1.17,-2.25,2.69,2.75,2,2,draw
Cuba,Curacao,62,68,-3.1,-5.11,1.95,1.99,3,1,home_win
Grenada,Antigua and Barbuda,52,49,1.69,-1.43,1.15,1.51,1,2,away_win
Dominica,Cayman Islands,39,33,-2.87,-1.63,0.67,1.19,0,0,draw
Saint Vincent and the Grenadines,Antigua and Barbuda,45,49,-0.56,2.24,1.42,1.94,4,0,home_win
Guadeloupe,Antigua and Barbuda,60,49,-2.4,2.94,1.2,1.95,2,0,home_win
Puerto Rico,Jamaica,44,78,7.7,5.09,1.46,2.54,0,4,away_win
Curacao,Bermuda,68,47,-1.49,0.74,2.03,0.85,3,1,home_win
Cuba,Belize,62,45,1.18,-2.62,2.45,2.11,1,1,draw
Antigua and Barbuda,Aruba,49,43,3.11,-2.83,1.11,1.66,4,0,home_win
Antigua and Barbuda,Saint Vincent and the Grenadines,49,45,-5.6,-2.14,1.39,1.79,2,2,draw
Bahamas,Suriname,40,61,-6.3,1.33,1.48,1.66,0,1,away_win
Aruba,Grenada,43,52,-0.72,-6.67,1.79,1.82,3,3,draw
Antigua and Barbuda,Puerto Rico,49,44,3.76,-0.18,1.56,1.4,3,0,home_win
Curacao,Guadeloupe,68,60,-2.46,-0.08,2.21,2.26,4,0,home_win
Cuba,Haiti,62,69,1.03,4.52,1.85,2.85,0,3,away_win
Dominica,Cayman Islands,39,33,-6.39,-4.97,1.01,0.56,2,0,home_win
Curacao,Guadeloupe,68,60,3.47,0.08,2.12,1.59,1,1,draw
Curacao,Saint Vincent and the Grenadines,68,45,1.9,-1.02,2.03,1.26,3,0,home_win
Suriname,Haiti,61,69,-1.67,-0.5,2.2,2.34,1,1,draw
Montserrat,Belize,30,45,3.82,5.98,0.8,1.93,2,1,home_win
Suriname,Curacao,61,68,2.99,-3.13,2.25,2.33,3,2,home_win
Haiti,Dominica,69,39,-3.21,-3.43,2.01,1.36,4,0,home_win
Bermuda,Curacao,47,68,-2.07,0.29,1.55,1.86,1,2,away_win
Cuba,Guadeloupe,62,60,4.11,1.97,1.9,2.21,1,1,draw
Suriname,Belize,61,45,3.21,-5.34,1.47,1.8,2,1,home_win
Guadeloupe,Guyana,60,55,-5.15,-1.69,2.79,1.88,0,1,away_win
Dominican Republic,Bermuda,57,47,4.26,-0.42,2.05,1.62,1,1,draw
Saint Vincent and the Grenadines,Saint Lucia,45,46,3.53,-0.77,1.67,1.65,0,1,away_win
Belize,Barbados,45,48,-3.8,-0.11,1.43,1.92,3,0,home_win
Dominican Republic,Suriname,57,61,2.5,-2.12,1.99,2.07,0,0,draw
Trinidad and Tobago,Puerto Rico,71,44,-3.96,2.08,1.99,1.42,3,1,home_win
Grenada,Aruba,52,43,3.34,0.04,1.73,1.9,2,1,home_win
Curacao,Guyana,68,55,4.58,5.1,2.62,2.03,6,1,home_win
Dominica,Haiti,39,69,-3.07,-2.51,0.84,2.22,0,0,draw
Dominican Republic,Trinidad and Tobago,57,71,-0.55,5.79,2.47,1.96,0,2,away_win
Puerto Rico,Saint Lucia,44,46,1.56,3.46,1.25,1.93,1,1,draw
Antigua and Barbuda,Dominican Republic,49,57,1.42,-2.48,1.99,2.53,3,2,home_win
Barbados,Montserrat,48,30,3.6,4.27,1.64,1.71,1,0,home_win
Martinique,Guadeloupe,59,60,-1.08,4.0,1.61,2.14,1,0,home_win
Bermuda,Aruba,47,43,-0.56,0.91,1.52,2.02,1,2,away_win
Martinique,Barbados,59,48,-6.31,-1.53,2.26,1.28,3,1,home_win
Guyana,Aruba,55,43,1.5,1.23,2.4,1.77,3,1,home_win
Curacao,Cuba,68,62,-1.94,-2.68,2.55,1.72,3,1,home_win
Antigua and Barbuda,Puerto Rico,49,44,-1.27,-3.01,2.16,1.2,0,1,away_win
Saint Vincent and the Grenadines,Guadeloupe,45,60,-3.06,0.46,1.58,1.72,2,0,home_win
Montserrat,Trinidad and Tobago,30,71,-2.64,9.2,2.12,2.38,0,5,away_win
Guadeloupe,Suriname,60,61,5.68,0.61,1.67,1.64,2,2,draw
Puerto Rico,Cayman Islands,44,33,-0.72,0.2,1.84,1.28,4,2,home_win
Antigua and Barbuda,Cuba,49,62,0.1,0.66,2.12,1.62,1,2,away_win
Saint Kitts and Nevis,Guadeloupe,51,60,3.63,-1.06,1.59,1.38,0,0,draw
Belize,Dominican Republic,45,57,-3.14,-5.48,1.44,2.28,1,2,away_win
Saint Kitts and Nevis,Saint Vincent and the Grenadines,51,45,0.77,-3.89,1.18,1.5,5,1,home_win
Aruba,Cayman Islands,43,33,-2.77,3.32,1.06,0.7,1,1,draw
Trinidad and Tobago,Dominican Republic,71,57,1.04,-4.13,2.16,1.65,1,0,home_win
Jamaica,Suriname,78,61,-1.93,-1.62,2.67,1.76,2,0,home_win
Haiti,Barbados,69,48,1.17,-4.23,2.16,2.04,3,2,home_win
Dominica,Saint Kitts and Nevis,39,51,2.85,-2.74,1.44,1.53,3,0,home_win
Saint Vincent and the Grenadines,Barbados,45,48,-1.61,-0.17,1.31,2.03,0,1,away_win
Dominican Republic,Dominica,57,39,4.37,0.86,1.64,1.41,3,1,home_win
Grenada,Guadeloupe,52,60,-2.47,7.42,1.56,1.95,0,3,away_win
Haiti,Martinique,69,59,-3.23,4.03,2.13,1.22,2,0,home_win
Dominica,Guyana,39,55,-1.22,3.37,0.98,2.32,0,2,away_win
Grenada,Cuba,52,62,-0.54,-4.9,1.84,2.63,1,2,away_win
Puerto Rico,Belize,44,45,5.73,-0.94,1.11,1.92,0,1,away_win
Barbados,Antigua and Barbuda,48,49,-5.38,4.76,2.56,1.29,0,1,away_win
Grenada,Montserrat,52,30,1.76,-0.36,2.16,0.63,4,0,home_win
Barbados,Antigua and Barbuda,48,49,4.78,-4.05,1.77,1.36,1,1,draw
Suriname,Haiti,61,69,-1.23,-1.86,1.65,2.61,2,1,home_win
Puerto Rico,Jamaica,44,78,0.02,-1.58,1.13,2.39,1,3,away_win
Bahamas,Martinique,40,59,1.12,-0.54,1.82,1.81,3,0,home_win
Curacao,Grenada,68,52,6.3,-4.39,1.96,1.5,3,0,home_win
Puerto Rico,Saint Kitts and Nevis,44,51,1.32,5.1,1.67,1.92,2,0,home_win
Puerto Rico,Jamaica,44,78,1.25,-1.97,1.38,2.89,0,3,away_win
Grenada,Curacao,52,68,-3.39,0.91,1.4,1.97,2,1,home_win
Saint Lucia,Saint Kitts and Nevis,46,51,0.33,1.19,1.32,1.36,2,1,home_win
Grenada,Dominica,52,39,1.12,1.67,1.22,1.15,2,0,home_win
Saint Lucia,Antigua and Barbuda,46,49,0.23,-1.7,1.72,1.56,1,1,draw
Bermuda,Dominican Republic,47,57,1.56,2.83,1.16,2.28,3,2,home_win
Guyana,Aruba,55,43,-0.01,4.94,1.61,1.27,0,0,draw
Dominica,Bermuda,39,47,-2.13,-0.24,1.52,1.81,1,3,away_win
Cayman Islands,Belize,33,45,-1.88,-0.5,1.33,1.04,4,4,draw
Barbados,Guyana,48,55,1.07,-3.84,1.33,1.76,2,0,home_win
Haiti,Saint Kitts and Nevis,69,51,-0.25,-1.49,2.28,1.49,3,1,home_win
Grenada,Curacao,52,68,0.46,-0.56,1.59,1.79,0,1,away_win
Martinique,Jamaica,59,78,8.19,-0.96,1.87,3.03,0,1,away_win
Cuba,Saint Kitts and Nevis,62,51,3.69,3.31,1.44,2.07,0,1,away_win
Cayman Islands,Antigua and Barbuda,33,49,1.72,-3.62,1.59,1.75,0,6,away_win
Belize,Puerto Rico,45,44,-0.95,7.15,1.07,1.04,0,2,away_win
Bahamas,Saint Vincent and the Grenadines,40,45,5.53,4.19,1.46,1.39,1,3,away_win
Trinidad and Tobago,Dominica,71,39,1.5,-1.57,1.98,0.93,2,0,home_win
Bahamas,Saint Vincent and the Grenadines,40,45,-1.67,4.97,0.77,1.37,1,0,home_win
Barbados,Cuba,48,62,0.76,-2.6,2.69,2.38,1,2,away_win
Martinique,Aruba,59,43,3.47,-0.77,2.32,1.01,6,0,home_win
Aruba,Curacao,43,68,-0.97,-3.33,1.7,3.13,1,4,away_win
Curacao,Saint Lucia,68,46,1.04,-0.58,2.4,1.41,3,0,home_win
Cuba,Martinique,62,59,1.67,-0.06,2.2,1.97,0,5,away_win
Martinique,Curacao,59,68,-4.23,1.3,1.23,2.41,0,1,away_win
Bermuda,Grenada,47,52,0.85,-0.33,2.06,2.1,0,1,away_win
Jamaica,Guadeloupe,78,60,-4.02,0.48,2.23,1.38,3,2,home_win
Cayman Islands,Martinique,33,59,2.25,-1.46,0.98,2.02,0,0,draw
Dominica,Antigua and Barbuda,39,49,3.33,-5.21,1.09,1.95,0,2,away_win
Puerto Rico,Jamaica,44,78,4.02,-4.91,1.63,2.87,1,2,away_win
Barbados,Trinidad and Tobago,48,71,1.09,3.71,1.92,2.84,0,2,away_win
Puerto Rico,Belize,44,45,0.31,2.95,2.06,2.03,2,1,home_win
Cayman Islands,Jamaica,33,78,3.35,1.59,1.18,3.15,0,3,away_win
Guyana,Suriname,55,61,1.97,-1.19,1.85,2.11,0,1,away_win
Jamaica,Saint Vincent and the Grenadines,78,45,-4.95,-2.02,3.12,2.11,3,0,home_win
Aruba,Dominica,43,39,4.25,-0.15,1.17,0.98,3,0,home_win
Cuba,Haiti,62,69,0.82,-2.4,1.45,2.33,0,1,away_win
Puerto Rico,Dominica,44,39,-4.46,-2.97,2.05,0.7,2,0,home_win
Bahamas,Bermuda,40,47,-0.85,-6.07,1.35,2.2,1,1,draw
Cayman Islands,Guadeloupe,33,60,4.58,-2.56,1.04,1.75,0,4,away_win
Dominican Republic,Martinique,57,59,-3.21,4.51,1.44,1.14,2,0,home_win
Barbados,Grenada,48,52,-1.96,-2.66,0.74,1.93,4,1,home_win
Guyana,Bahamas,55,40,1.41,0.4,1.09,1.64,3,1,home_win
Bermuda,Curacao,47,68,-2.49,-0.92,1.58,2.48,2,0,home_win
Barbados,Saint Kitts and Nevis,48,51,-0.83,3.46,2.1,1.02,2,3,away_win
Suriname,Barbados,61,48,-0.99,-0.36,1.5,2.12,3,0,home_win
Saint Kitts and Nevis,Belize,51,45,-0.25,0.36,1.29,1.41,0,0,draw
Martinique,Saint Vincent and the Grenadines,59,45,1.07,-3.22,2.4,1.2,3,1,home_win
Curacao,Jamaica,68,78,-0.62,-0.92,2.26,2.8,1,2,away_win
Belize,Dominica,45,39,-1.78,-2.31,2.03,1.47,4,1,home_win
Martinique,Cayman Islands,59,33,1.3,-4.06,1.83,1.32,2,0,home_win
Antigua and Barbuda,Saint Vincent and the Grenadines,49,45,-7.48,-2.16,1.65,1.55,0,1,away_win
Cayman Islands,Montserrat,33,30,0.72,-0.76,1.05,1.48,2,2,draw
Belize,Montserrat,45,30,0.4,-5.33,1.52,0.75,0,1,away_win
Guadeloupe,Trinidad and Tobago,60,71,-1.91,7.01,2.38,2.44,1,2,away_win
Curacao,Suriname,68,61,0.26,-2.99,2.25,1.99,3,1,home_win
Bahamas,Guyana,40,55,6.61,6.42,1.35,1.72,2,3,away_win
Dominica,Guadeloupe,39,60,3.04,-2.27,0.57,1.15,0,0,draw
Puerto Rico,Guadeloupe,44,60,-1.63,-5.03,0.95,2.63,1,1,draw
Aruba,Saint Kitts and Nevis,43,51,-3.5,-6.76,1.28,2.5,0,1,away_win
Cuba,Bermuda,62,47,2.04,-5.31,1.52,1.27,2,0,home_win
Barbados,Haiti,48,69,-2.74,-0.72,1.2,2.62,0,2,away_win
Jamaica,Cuba,78,62,-2.15,-1.51,3.28,2.41,1,0,home_win
Guyana,Bahamas,55,40,-6.25,1.48,2.03,1.08,1,0,home_win
Barbados,Guadeloupe,48,60,-3.42,2.31,1.02,2.33,1,1,draw
Grenada,Belize,52,45,3.96,2.96,1.39,1.13,2,1,home_win
Trinidad and Tobago,Barbados,71,48,-1.79,0.85,2.62,1.36,5,0,home_win
Martinique,Montserrat,59,30,-6.32,-6.27,2.32,0.42,3,0,home_win
Trinidad and Tobago,Haiti,71,69,-5.36,-0.57,3.21,1.92,1,0,home_win
Belize,Jamaica,45,78,2.58,-2.45,0.96,2.82,0,0,draw
Dominican Republic,Trinidad and Tobago,57,71,2.55,-3.93,2.51,1.76,3,0,home_win
Montserrat,Cayman Islands,30,33,-0.3,0.08,1.65,1.77,1,2,away_win
Guyana,Curacao,55,68,0.91,-1.79,1.53,2.26,4,0,home_win
Haiti,Cuba,69,62,0.87,-2.58,2.0,2.65,1,0,home_win
Dominican Republic,Dominica,57,39,-1.01,-1.56,1.66,0.75,3,0,home_win
Trinidad and Tobago,Guyana,71,55,-3.18,1.61,2.34,1.28,2,3,away_win
Cuba,Dominican Republic,62,57,0.82,-0.41,2.69,1.62,1,0,home_win
Martinique,Jamaica,59,78,5.83,-1.38,2.31,2.65,1,2,away_win
Saint Vincent and the Grenadines,Saint Lucia,45,46,1.53,0.54,1.14,1.98,1,0,home_win
Guadeloupe,Cayman Islands,60,33,6.36,-2.46,2.34,1.16,2,0,home_win
Guyana,Martinique,55,59,1.56,-2.03,1.69,1.41,1,0,home_win
Montserrat,Dominica,30,39,5.79,-4.27,1.55,0.85,0,1,away_win
Cayman Islands,Saint Kitts and Nevis,33,51,3.73,-0.19,1.57,1.95,3,2,home_win
Aruba,Suriname,43,61,-3.77,-3.7,1.68,2.02,1,0,home_win
Puerto Rico,Cuba,44,62,3.41,2.65,1.31,1.84,0,3,away_win
Grenada,Guadeloupe,52,60,-2.86,-4.49,1.89,1.43,4,3,home_win
Curacao,Grenada,68,52,-2.23,2.31,1.98,1.65,4,1,home_win
Grenada,Bermuda,52,47,-1.19,4.62,1.18,1.52,2,1,home_win
Antigua and Barbuda,Haiti,49,69,-1.67,-1.24,2.15,1.82,0,1,away_win
Puerto Rico,Cuba,44,62,2.86,-5.11,1.39,1.72,1,2,away_win
Curacao,Antigua and Barbuda,68,49,-5.01,-1.05,2.16,1.93,1,0,home_win
Bermuda,Dominica,47,39,1.95,-0.61,1.8,1.7,4,1,home_win
Haiti,Saint Lucia,69,46,-2.86,-3.86,3.12,1.32,3,2,home_win
Bahamas,Trinidad and Tobago,40,71,-0.81,-3.57,1.45,2.21,1,2,away_win
Montserrat,Belize,30,45,1.16,-2.6,1.69,1.49,1,2,away_win
Belize,Jamaica,45,78,-0.65,5.26,1.8,2.53,0,1,away_win
Suriname,Dominica,61,39,-4.78,2.12,1.92,0.74,1,0,home_win
Trinidad and Tobago,Cuba,71,62,-0.57,0.75,1.98,1.32,3,0,home_win
Curacao,Bahamas,68,40,1.24,2.62,1.97,1.22,6,0,home_win
Saint Kitts and Nevis,Curacao,51,68,5.76,4.64,0.81,2.71,2,2,draw
Saint Vincent and the Grenadines,Bermuda,45,47,3.59,-5.09,1.83,1.91,2,1,home_win
Barbados,Suriname,48,61,5.14,-3.37,1.81,2.13,2,1,home_win
Puerto Rico,Saint Lucia,44,46,-0.33,2.66,1.05,1.6,3,0,home_win
Guyana,Saint Vincent and the Grenadines,55,45,-7.52,-0.43,2.32,1.91,0,0,draw
Montserrat,Grenada,30,52,3.66,-0.39,1.29,1.46,1,1,draw
Curacao,Cuba,68,62,0.72,3.9,2.46,2.12,4,2,home_win
Aruba,Cayman Islands,43,33,-3.68,2.04,1.66,0.63,1,2,away_win
Grenada,Bahamas,52,40,2.53,-5.15,2.08,2.01,0,0,draw
Belize,Dominican Republic,45,57,0.64,4.7,1.46,1.49,1,1,draw
Guyana,Bahamas,55,40,-3.57,6.68,2.16,1.28,0,0,draw
Dominican Republic,Trinidad and Tobago,57,71,-1.32,-4.34,1.41,2.25,0,1,away_win
Montserrat,Bahamas,30,40,2.83,1.48,1.3,1.5,0,3,away_win
Saint Kitts and Nevis,Trinidad and Tobago,51,71,-0.11,5.79,1.61,2.74,0,1,away_win
Montserrat,Guyana,30,55,-1.22,-1.73,1.06,1.19,0,3,away_win
Bahamas,Dominican Republic,40,57,-0.09,-2.64,1.54,1.45,1,0,home_win
Guadeloupe,Dominican Republic,60,57,0.6,-3.76,1.86,1.65,2,1,home_win
Dominican Republic,Cayman Islands,57,33,-4.76,-3.62,1.78,0.99,3,0,home_win
Saint Vincent and the Grenadines,Grenada,45,52,6.02,2.69,1.69,2.24,1,0,home_win
Puerto Rico,Guadeloupe,44,60,-1.02,-4.07,1.87,1.2,0,2,away_win
Puerto Rico,Aruba,44,43,2.04,-3.65,2.27,1.43,3,0,home_win
Montserrat,Antigua and Barbuda,30,49,-2.28,1.85,0.54,2.11,0,1,away_win
Belize,Saint Lucia,45,46,3.08,-0.79,1.7,1.81,2,1,home_win
Saint Kitts and Nevis,Barbados,51,48,-1.57,1.53,1.59,0.96,4,1,home_win
Saint Lucia,Montserrat,46,30,-4.56,0.83,1.63,0.69,1,0,home_win
Puerto Rico,Cuba,44,62,3.6,-4.93,1.63,1.97,1,2,away_win
Trinidad and Tobago,Barbados,71,48,-0.06,-0.9,2.55,2.4,0,0,draw
Saint Vincent and the Grenadines,Bermuda,45,47,-3.91,-0.9,1.82,1.65,1,2,away_win
Puerto Rico,Belize,44,45,0.65,-2.41,1.52,1.1,1,1,draw
Aruba,Cayman Islands,43,33,-0.68,-1.25,1.69,1.51,4,2,home_win
Bermuda,Dominica,47,39,0.24,-0.32,1.85,1.34,3,1,home_win
Suriname,Dominica,61,39,0.98,2.92,2.38,1.85,1,0,home_win
Montserrat,Saint Lucia,30,46,-1.24,5.8,1.16,1.7,2,2,draw
Cuba,Puerto Rico,62,44,-0.21,0.68,1.96,1.64,3,0,home_win
Saint Kitts and Nevis,Jamaica,51,78,-1.79,4.5,1.76,2.58,0,4,away_win
